剧情ID,剧情对话1类型,剧情对话1人物方位,剧情对话1人物ID,剧情对话1人物Y轴偏移值,剧情对话1人物动作,"剧情对话1人物
头部转向","剧情对话1人物
身体朝向",剧情对话1文本,语音1,剧情对话2类型,剧情对话2人物方位,剧情对话2人物ID,剧情对话2人物Y轴偏移值,剧情对话2人物动作,"剧情对话2人物
头部转向","剧情对话2人物
身体朝向",剧情对话2文本,语音2,剧情对话3类型,剧情对话3人物方位,剧情对话3人物ID,剧情对话3人物Y轴偏移值,剧情对话3人物动作,"剧情对话3人物
头部转向","剧情对话3人物
身体朝向",剧情对话3文本,语音3,剧情对话4类型,剧情对话4人物方位,剧情对话4人物ID,剧情对话4人物Y轴偏移值,剧情对话4人物动作,"剧情对话4人物
头部转向","剧情对话4人物
身体朝向",剧情对话4文本,语音4,剧情对话5类型,剧情对话5人物方位,剧情对话5人物ID,剧情对话5人物Y轴偏移值,剧情对话5人物动作,"剧情对话5人物
头部转向","剧情对话5人物
身体朝向",剧情对话5文本,语音5,剧情对话6类型,剧情对话6人物方位,剧情对话6人物ID,剧情对话6人物Y轴偏移值,剧情对话6人物动作,"剧情对话6人物
头部转向","剧情对话6人物
身体朝向",剧情对话6文本,语音6,
Cgaiyahou,1,1,$:best,0,,10,-48,感谢伟大的[ffb220]$P[-]庇佑，我们最终取得了胜利，真是来之不易！,,1,2,E:ST0056,0,,15,10,不……胜利，应该属于我们……,,1,1,$:best,0,,10,-48,很抱歉，但这是属于我们的胜利！,,1,2,E:ST0056,0,,15,10,地底深处的黑暗吞噬了我太多的力量，否则……啊……,,1,2,E:BOSS,,,15,10,不好，连盖亚都没能击败他们！,,1,1,$:worst,,,10,-48,你是谁？,,
Chaigelisi,1,1,$:worst,0,,10,-48,这条路看起来很安全……,,1,1,$:best,0,,10,-48,你从哪看出来的？,,1,2,E:13C6104,0,,15,10,站住，入侵者！,,1,1,$:best,0,,10,-48,我说什么来着？,,,,,,,,,,,,,,,,,,,,
Cjinpingguozhilu,1,1,$:worst,0,,10,-48,我和你说呀，幸好瑞亚他们去彩虹桥是秘密的，不然我们岂不是要被希腊人民围追堵截？,,1,1,$:best,0,,10,-48,嘘……你还嫌被围追堵截的不够啊……,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cchuanshuozhili,1,2,E:13C6104,0,,15,10,你们不能继续向前了！这里是英雄海格力斯踏过的土地！,,1,1,$:best,0,,10,-48,你看你看，乌鸦嘴了吧，就算他们什么的不知道，一样还是要围追堵截我们的！,,1,1,$:worst,0,,10,-48,好歹不会太疯狂吧……,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cduolisi,1,2,E:ST0265,0,,15,10,听说你们得到了传说中的宝物，叫做混沌结晶？,,1,1,$:best,0,,10,-48,这消息传的真快啊，您听谁说的啊？,,1,2,E:ST0265,0,,15,10,这要你们管？快把混沌结晶交出来！我需要它！！,,1,1,$:best,0,,10,-48,凭什么呀！！！,,,,,,,,,,,,,,,,,,,,
Cduolisihou,1,2,E:ST0265,0,,15,10,你们竟然敢欺负一个姑娘！！呜呜呜呜,,1,1,$:worst,0,,10,-48,姑娘，长得漂亮也不能颠倒黑白啊，这样会变丑的！,,1,2,E:ST0265,0,,15,10,呜呜呜呜……,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cchuanshuozhishi,1,1,$:worst,0,,10,-48,这都什么事儿啊！！！,,1,1,$:best,0,,10,-48,我预见到未来我们会被疯狂的追杀……,,1,1,$:worst,0,,10,-48,您这才是正儿八经的乌鸦嘴呢好吧……,,1,2,E:13C6104,0,,15,10,快！！！追上他们！！！,,,,,,,,,,,,,,,,,,,,
Cchuanshuozhihui,1,1,$:worst,0,,10,-48,完了，我突然想到一件事……我们不光要被这些希腊士兵追杀，那多丽斯也不是善茬啊……肯定搬救兵去了……,,1,1,$:worst,0,,10,-48,要坏事啊……,,1,2,E:13C1103,0,,15,10,如果你们就此退走，我们将不再纠缠于你们，这里是英雄海格力斯踏过的土地，每一个战士都受到海格力斯的祝福！,,1,1,$:best,0,,10,-48,然后呢？,,1,2,E:13C4103,,,15,10,你们无法闯过我们的封锁，不如留好自己的生命！,,,,,,,,,,,
Cchuanshuozhishen,1,1,$:best,0,,10,-48,咱们能不能聊点吉利的？,,1,2,E:13C1103,0,,15,10,发现了闯入者，包围他们！！！,,1,1,$:worst,0,,10,-48,咱是想吉利啊，可是人家不让啊！！！！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cketuoduolisi,1,2,E:ST0107,0,,15,10,呵呵呵呵呵呵呵呵，我们可是老相识了呀，英雄们！,,1,1,$:worst,0,,10,-48,是啊是啊，您老最近可吉祥啊？,,1,2,E:ST0107,0,,15,10,你才老！！,,1,2,E:ST0107,0,,15,10,哼！本来是挺吉祥的，见着你们啊，就怕你们要不吉祥了呀！！欺负到咱们海仙女头上，这波塞冬大人可是不高兴的！,,1,1,$:worst,,,10,-48,哦，最近我们确实不太吉祥啊，碰见强盗还没处说理去，只怕这强盗要更不吉祥了！,,1,2,E:ST0107,,,15,10,呵呵呵呵，小孩子真是可爱啊，和以前一样嘴上便宜一点点也要占呢……,,
Cshouhuxinyang,1,2,E:13C1103,0,,15,10,就是他们！上面发下了关于他们的抓捕令！,,1,1,$:best,0,,10,-48,不要掉以轻心，希腊的士兵快要把我们包围了！,,1,2,E:13C3103,0,,15,10,付出代价吧！入侵者！海格力斯的尊严不容践踏！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cshouhuchuanshuo,1,1,$:worst,0,,10,-48,海仙女们的神位高还是海格力斯？,,1,2,E:13C1103,0,,15,10,这没有什么可比性！,,1,1,$:worst,0,,10,-48,是吗？看来你们的信仰也是很混乱呀？不怕上位神们的愤怒吗？,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cshouhuweilai,1,2,E:13C5103,0,,15,10,直布罗陀海峡已经没有你们的容身之地！你们将陷入人民斗争的汪洋大海之中！,,1,1,$:best,0,,10,-48,是吗？前辈曾教导我们“与人斗，其乐无穷！”,,1,2,E:13C5103,0,,15,10,嫌命长的话，尽可以试试呀！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cshouhushenming,1,2,E:13C1103,0,,15,10,这里不但被奥林匹斯众神庇佑，也被海格力斯的精神所鼓舞！,,1,2,E:13C5103,0,,15,10,绝不能如此丢脸下去了！！！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Ctemisi,1,2,E:ST0264,0,,15,10,我的法典告诉我，你们破坏了这世界的和平与正义！,,1,1,$:best,0,,10,-48,你这帽子扣的相当有水平，那么你告诉我，你的所作所为就没有破坏过世界的和平与正义吗？希腊诸神都没有吗？,,1,2,E:ST0264,0,,15,10,我代表着公正与正义，怎么会破坏？,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cweizaidanxi,1,1,$:best,0,,10,-48,太糟糕了，我们竟然得罪忒弥斯……,,1,1,$:worst,0,,10,-48,现在后悔也晚了呀……,,1,1,$:best,0,,10,-48,她要是招来宙斯什么的主神，我们就危险了……,,1,1,$:worst,0,,10,-48,……那么快跑！,,,,,,,,,,,,,,,,,,,,
Chuofubuding,1,1,$:worst,0,,10,-48,这些希腊人也不想着干点正事，自已家的英雄们都跑北欧旅游去了……,,1,1,$:best,0,,10,-48,或许这就是忒弥斯没有拽着奥林匹斯主神出来的缘故……,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cguzhuyizhi,1,1,$:best,0,,10,-48,哈哈哈哈，入侵者，你们的死期到了！,,1,1,$:best,0,,10,-48,不要得意！战争才刚刚开始！！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Ctetisi,1,2,E:ST0265,0,,15,10,哼哼，就是他们欺负我！明明知道我需要混沌结晶，却拿着不给我！,,1,1,$:worst,0,,10,-48,我说姑娘，天下皆你妈啊？脸皮比奥林匹斯山还高是吗？,,1,2,E:ST0161,0,,15,10,在我的地盘欺负水仙女们，实在是罪无可恕！,,1,2,E:ST0264,0,,15,10,就是！还敢说我不公正的！哼！,,1,2,E:ST0107,,,15,10,揍他们！,,,,,,,,,,,
Ctetisihou,1,1,$:best,0,,10,-48,姑娘们，讲点理好吗？,,1,2,E:ST0161,0,,15,10,不好！,,1,1,$:best,0,,10,-48,好吧，这明显不是一个合理的需求！,,1,1,$:best,0,,10,-48,还愣着干嘛，跑！！！！,,,,,,,,,,,,,,,,,,,,
Cmiwusenlin,1,1,$:best,0,,10,-48,简直是慌不择路！,,1,1,$:worst,0,,10,-48,怎么跑到这么个鬼地方！,,1,2,E:1C1096,0,,15,10,这里是个鬼地方？那好吧，如你们所愿！！！鬼来了！！！,,1,2,E:1C1096,0,,15,10,诶……怎么没有被吓哭？？,,,,,,,,,,,,,,,,,,,,
Cmimangqianlu,1,1,$:worst,0,,10,-48,我觉得我的人生受到了伤害，被当成了小朋友……,,1,1,$:best,0,,10,-48,那就安心向前走吧，这里的牛鬼蛇神虽多，但总是可以遮蔽一些主神的探查的。,,1,2,E:1C4096,0,,15,10,嘿嘿嘿，这迷雾森林里鸟不生蛋的地方，竟然出现了活人，太稀奇了！,,1,2,E:1C2096,0,,15,10,没事儿，他们马上就会变成死人啦，也稀奇不了多久！,,,,,,,,,,,,,,,,,,,,
Cmizhiweiji,1,1,$:worst,0,,10,-48,我觉得怕怕的，虽然洛基和他们儿子们被我们击败了，但这是他女儿海拉的地盘，但愿……,,1,2,E:1C6096,0,,15,10,我听到了什么？你们在讨论我们的女主人海拉，天哪天哪，大功劳啊，我要去汇报！！！！,,1,1,$:best,0,,10,-48,快抓住他！！！,,1,2,E:1C6096,0,,15,10,也好，那就带上你们一起去请功吧！哈哈哈哈！！！,,,,,,,,,,,,,,,,,,,,
Cpanduola,1,1,$:best,0,,10,-48,有人跑过去了，快抓住他！！！,,1,2,E:ST0269,0,,15,10,你们也是来抢夺我盒子的吗？,,1,1,$:worst,0,,10,-48,诶哟！！不是那些骷髅守卫，抱歉抱歉……我们认错人了！！,,1,2,E:ST0269,0,,15,10,撒谎，你们这种口是心非的男人我见多了！！！,,1,1,$:best,,,10,-48,真的是误会啊，大姐……,,,,,,,,,,,
Cmishimimi,1,2,E:1C1096,0,,15,10,别走！留下你们的肉体与灵魂！,,1,1,$:worst,0,,10,-48,留下才是傻子呢！,,1,2,E:1C1096,0,,15,10,哼，敬酒不吃吃罚酒！,,1,1,$:worst,0,,10,-48,大哥，这里的骷髅都和你似得这么有文化吗？,,,,,,,,,,,,,,,,,,,,
Cmiluanweiji,1,1,$:best,0,,10,-48,说起来，那潘多拉的盒子里似乎有一股奇异的力量，像是混沌结晶呢！,,1,1,$:worst,0,,10,-48,那我们追上去看看吧！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cmihuorenxin,1,2,E:1C6096,0,,15,10,就是你们，在追着哪位漂亮的小姐吗？,,1,1,$:worst,0,,10,-48,怎么连骷髅都会怜香惜玉了？,,1,2,E:1C6096,0,,15,10,是啊是啊，我都会的事情，你们怎么都不懂呢？,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Clakexisi,1,2,E:ST0266,0,,15,10,站住，说的就是你们！,,1,1,$:best,0,,10,-48,诶？潘多拉！！！,,1,2,E:ST0266,0,,15,10,是我在和你们讲话！我，负责决定生命线的长度！而你们，滥杀无辜！废掉了很多我安排好的命运！,,1,2,E:ST0266,0,,15,10,实在是太过分了！,,1,1,$:best,,,10,-48,哦……抱歉！,,1,2,E:ST0266,,,15,10,抱歉有用的话，还要地狱干嘛？用你的的生命来补偿吧！,,
Cweijisenlin,1,1,$:worst,0,,10,-48,这拉刻西斯出现的太不合时宜了！叫她一搅合，完全忘记了问盒子的事！,,1,2,E:1C6096,0,,15,10,你们不是想追上去问吧！！！你们是想抢劫！！！,,1,1,$:best,0,,10,-48,你知道的太多了，知道太多的人往往活不长久！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Czhanzhengsenlin,1,2,E:1C1096,0,,15,10,果然！！！,,1,1,$:head,0,,10,-48,什么果然……,,1,2,E:1C1096,0,,15,10,嘿嘿，有人告诉咱们这里有鲜美的肉！,,1,1,$:worst,0,,10,-48,告诉你们的人，难道不是鲜美的肉？？？,,,,,,,,,,,,,,,,,,,,
Csiwangsenlin,1,2,E:1C4096,0,,15,10,快来快来！！！肉在这！！！,,1,1,$:worst,0,,10,-48,你们至于吗！！为了块肉集结了这么大的部队！！,,1,2,E:1C4096,0,,15,10,嘿嘿嘿，刚才那几个人咱们没本事拦下他们，叫他们给跑了，多点人好抓住你们呀！哈哈哈！！！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cmingjiesenlinhou,1,2,E:1C4096,0,,15,10,呵呵呵，竟敢杀戮我众多儿郎！我们这仇是结定了！,,1,1,$:best,0,,10,-48,结就结！敢追上来就等着挨打吧！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Ckarong,1,2,E:ST0267,0,,15,10,听说是你们害的这个世界变得融合！！,,1,1,$:worst,0,,10,-48,我们哪里有这个水平！,,1,2,E:ST0267,0,,15,10,那个姐姐那么漂亮，怎么会骗我！,,1,2,E:ST0267,0,,15,10,你们还我工作！还我钱！！！！,,1,1,$:best,,,10,-48,怎么了！,,1,2,E:ST0267,,,15,10,自从冥界和地府做了邻居，那地府有个桥叫奈何桥！他们都从那里绕路了！！！还我钱！！还我钱！！！,,
Cheiansenlin,1,1,$:worst,0,,10,-48,这次好无辜啊，我要是能有把世界搞合并的能力，早不在这苦逼兮兮的跑路了！,,1,2,E:1C6096,0,,15,10,原来你们跑到了这里！！,,1,1,$:worst,0,,10,-48,你看你看，追不上潘多拉就罢了，我们反而被人给包了饺子！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cyuwangsenlin,1,2,E:1C6096,0,,15,10,听说你们和我们女王大人有点恩怨？,,1,1,$:worst,0,,10,-48,坏了坏了！！！,,1,1,$:best,0,,10,-48,赶紧抓住他！！！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cxuesesenlinhou,1,1,$:best,0,,10,-48,这种满世界追杀别人的感觉也很不错诶！,,1,1,$:worst,0,,10,-48,那是你打赢了，打不赢就不爽了……,,1,1,$:best,0,,10,-48,闭嘴，一路上就没听见你们说点吉利的！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cshituowang,1,2,E:ST0269,0,,15,10,听说你们手里有混沌结晶，快给我，我要装进盒子里！！！,,1,1,$:best,0,,10,-48,你的盒子能量巨大，难道里面没有吗？,,1,2,E:ST0269,0,,15,10,嘻嘻嘻，那些是灾难啦，加上混沌结晶之后一定会更加强大的！,,1,2,E:ST0269,0,,15,10,哼哼，我一定要叫那帮老头儿尝尝我的厉害，竟敢把我当成一件礼物，太不尊重人权了！,,1,1,$:best,,,10,-48,说的好！但是不能给你……,,,,,,,,,,,
Cshituowanghou,1,2,E:ST0269,0,,15,10,真遗憾啊……等我变得更加强大，一定要再来抢，哼！！！,,1,1,$:best,0,,10,-48,我支持你……你是个漂亮姑娘，比伸手党可爱多了……,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cwangzhedadian,1,1,$:best,0,,10,-48,奇怪了，这是什么地方……,,1,2,E:1C1096,0,,15,10,这里是亡者大殿！你们已经死了！,,1,1,$:worst,0,,10,-48,你才死了呢！竟然敢咒小爷！,,1,2,E:1C1096,0,,15,10,我是死了啊，你要是不死，怎么和我在一块儿？,,,,,,,,,,,,,,,,,,,,
Cwangzhezhanshi,1,1,$:worst,0,,10,-48,我们明明在休息，怎么跑到亡者大殿里来了？,,1,2,E:1C3096,0,,15,10,你们必定是被我们的达拿都斯大人用剑割掉了一缕头发带回来的！,,1,1,$:best,0,,10,-48,这太过分了！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cwangzhebusi,1,1,$:worst,0,,10,-48,又把我们当绩效抢来抢去，再抢下去，三个地府的KPI靠我们就满足了！,,1,2,E:1C2096,0,,15,10,你们在说什么？,,1,1,$:best,0,,10,-48,达拿都斯，你给老子出来！！！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cdanadusi,1,2,E:ST0273,0,,15,10,大老远就听到你们大吼大叫，一点素质都没有！！,,1,1,$:worst,0,,10,-48,还讲什么素质啊！！你凭什么将我们拐到这里来！！！你说啊！！！你这就叫有素质吗？,,1,2,E:ST0273,0,,15,10,呵呵，你们能到处撒泼抢水晶，为什么我不能将你们拘来？,,1,1,$:worst,0,,10,-48,你说的似乎有道理，恩！,,,,,,,,,,,,,,,,,,,,
Csiwangweiji,1,2,E:1C1096,0,,15,10,天了噜！！达拿都斯老大竟然被人揍了！！！！,,1,2,E:1C6096,0,,15,10,骗子，我才不相信！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Csiwangkongju,1,2,E:1C6096,0,,15,10,弄死他们！,,1,1,$:best,0,,10,-48,诶呀，好多人追了上来，他们也想要混沌结晶么？,,1,1,$:worst,0,,10,-48,追上来的是鬼，不是人！,,1,1,$:best,0,,10,-48,……还不得是人呢！,,,,,,,,,,,,,,,,,,,,
Csiwangqinxi,1,2,E:1C2096,0,,15,10,包围他们！,,1,1,$:best,0,,10,-48,这旅途真是前途艰险，困难重重啊……,,1,1,$:worst,0,,10,-48,没办法，谁叫我们这么光彩夺目，一鸣惊人呢！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Ctixifunie,1,2,E:ST0272,0,,15,10,我想，你们是时候应该为自己的所作所为付出代价了！,,1,1,$:best,0,,10,-48,你是报施女神？,,1,2,E:ST0272,0,,15,10,没错是我！,,1,2,E:ST0273,0,,15,10,这次一定要叫你们变成真正的死人！！！！,,1,1,$:best,,,10,-48,可是不对啊，我们的团队没有分裂，也没有杀父杀兄，兄弟反目，背叛主人，你来收拾我们不合适吧？？？,,1,2,E:ST0273,,,15,10,花言巧语是没有意义的！,,
Ctixifuniehou,1,1,$:best,0,,10,-48,这里的事情越来越奇怪了！,,1,2,E:ST0002,0,,15,10,是这样的，英雄们，我听说有一位伟大的强者将要复活，你们怎么看？,,1,1,$:worst,0,,10,-48,是吗？那要赶紧看看是怎么回事！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cyinguozhijian,1,2,E:1C6096,0,,15,10,若能将你们干掉，是不是意味着我们将比老大还要强？,,1,1,$:best,0,,10,-48,没错！,,1,2,E:1C1096,0,,15,10,太好了，升职加薪，出任CEO，迎娶白富美，走上人生巅峰的光明大道在等着我！,,1,1,$:best,0,,10,-48,你这是哪里来的自信啊！,,,,,,,,,,,,,,,,,,,,
Cbuanzhijian,1,1,$:worst,0,,10,-48,我们赶紧调查一下关于伟大的强者复活的事情吧！会是谁呢？,,1,1,$:best,0,,10,-48,恐怕我们没有什么时间可以思考……,,1,2,E:1C2096,0,,15,10,没错！我们来了！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cchouyuanzhijian,1,1,$:worst,0,,10,-48,这些不死军团实在是太讨厌了！打倒了还会爬起来，如小强一般！,,1,2,E:1C6096,0,,15,10,因为我们已经死过一次了，但你们害的我们很多同伴从此灰飞烟灭，哼哼，也该叫你们尝尝这个滋味！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cxiupunuosi,1,1,$:worst,0,,10,-48,前面似乎有个活人诶！,,1,2,E:ST0168,0,,15,10,真没礼貌，有这么打招呼的吗？,,1,2,E:ST0168,0,,15,10,诶！！！你们怎么在这里？不是给我哥哥抓去了吗？,,1,1,$:best,0,,10,-48,是呀是呀，是被你哥哥抓去了，可是我们跑了！恩！,,1,2,E:ST0168,,,15,10,你们对我哥哥做了什么！！！！,,,,,,,,,,,
Cwangzhehuangrao,1,1,$:best,0,,10,-48,这些亡灵杀之不尽，我们干脆去找哈迪斯聊一聊吧！,,1,1,$:worst,0,,10,-48,找冥王干嘛！！！他不来找我们就谢天谢地了喂！！！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cwanglingdajun,1,1,$:best,0,,10,-48,你看这些亡灵杀之不绝，擒贼先擒王嘛！,,1,2,E:1C6096,0,,15,10,好气魄，不过要想见到冥王，先得过老子这一关！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cwangzheguilai,1,2,E:1C1096,0,,15,10,守护好亡者大殿！被这些入侵者突破，实在是丢了冥王的脸！,,1,1,$:best,0,,10,-48,别急别急，我们只是想请教点问题，真的！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Chadisi,1,2,E:ST0067,0,,15,10,真是有魄力啊！还从来没有人，敢闯入我的宫殿！！！,,1,1,$:worst,0,,10,-48,真的吗？,,1,2,E:ST0067,0,,15,10,咳咳！严肃点！既然你们自觉主动的来了，那就带着你们的混沌结晶一起留下吧！,,1,1,$:best,0,,10,-48,咱们既然敢来，那就一定要走，不信你就试试！,,1,2,E:ST0067,,,15,10,好！痛快！！,,,,,,,,,,,
Chadisihou,1,1,$:best,0,,10,-48,嘿，哈迪斯，我们最近总是见到一个在世界上搅动血雨腥风的黑影，你知道吗？,,1,2,E:ST0067,0,,15,10,啊……这个啊，我听说……,,1,2,E:BOSS,0,,15,10,嘘……,,1,2,E:ST0067,0,,15,10,哈哈哈，这我也不太清楚嘞……,,,,,,,,,,,,,,,,,,,,
Cfengshentaishang,1,1,$:worst,0,,10,-48,看哈迪斯欲言又止，像是有什么不好说的事……,,1,1,$:best,0,,10,-48,或许吧，不过任何困难都无法阻挡我们前进的步伐，早该到此一游了！,,1,2,E:11C6026,0,,15,10,还想到此一游？以前有个猴儿在五指山上写了个到此一游，被压了五百年，你们也想么？,,1,1,$:worst,0,,10,-48,不想不想！！！,,,,,,,,,,,,,,,,,,,,
Cfengshentaishouwei,1,2,E:11C1025,0,,15,10,你们是什么人？,,1,1,$:best,0,,10,-48,我们在寻找混沌结晶！,,1,1,$:worst,0,,10,-48,大哥！！！你怎么把实话讲啦！！！！,,1,2,E:11C6026,0,,15,10,找混沌结晶啊！我们也找呢呀，你要知道，有个泼猴抢了咱们天庭的混沌结晶最后被佛祖压在五行山下。,,1,2,E:11C6026,,,15,10,最近莫名其妙被一个小孩给放出来啦！,,,,,,,,,,,
Cfengshentaiweijiao,1,1,$:worst,0,,10,-48,这话不对啊！那猴子被佛祖镇压，怎么可能被放出来呢？,,1,2,E:11C4025,0,,15,10,嘿！我又不是那小孩，我怎么知道！,,1,2,E:11C3025,0,,15,10,不过那个小孩叫江流儿，叫人非常棘手呢！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cfengshentaixianjing,1,1,$:worst,0,,10,-48,你们这么厉害怎么会感到棘手呢？,,1,2,E:11C1025,0,,15,10,其实那猴子也没有那么厉害，但是禁不住他在人间界粉丝众多，天天在喊“大圣归来！大圣归来啦！”,,1,2,E:11C1025,0,,15,10,仿佛处处都是花果山！,,1,1,$:best,0,,10,-48,这样啊……,,1,2,E:11C3025,,,15,10,嘿！我竟忘了正事，你们这些妖孽蛮夷，妄图跑到封神台撒野？,,,,,,,,,,,
Cdaji,1,2,E:ST0277,0,,15,10,听说你们在寻找混沌结晶？,,1,1,$:worst,0,,10,-48,是啊是啊，姑娘，你见着了吗？,,1,2,E:ST0277,0,,15,10,怎么可能？这天界处处不公平！,,1,2,E:ST0277,0,,15,10,姜子牙这混蛋，大肆封神也不记得老娘这一份！我也是为了纣王尽快的倒台付出很大努力的呀！,,1,1,$:best,,,10,-48,姑娘别急……,,1,2,E:ST0277,,,15,10,既然不给我应有的尊位，那就只能靠我自己争取了！交出你们的混沌结晶，我也要闹上天庭问个明白！,,
Cdajihou,1,2,E:ST0277,0,,15,10,我又失败了！,,1,1,$:best,0,,10,-48,姑娘，这天庭他不是个东西，你几时见妖精能在这混的好了呀，大闹天庭的猴子不是照样被压五指山下面么……,,1,2,E:ST0277,0,,15,10,别跟这儿挑拨离间，你们知道什么？一个一个没干货就跑来当公知……哼！！！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cfengshentaimiqing,1,1,$:worst,0,,10,-48,虽然击败了妲己，但是说实话，挺不忍心的……,,1,1,$:best,0,,10,-48,这说明你的意志还蛮坚定的嘛，那可是九尾妖狐，没乖乖投降就说明还是有前途的！,,1,2,E:11C1025,0,,15,10,站住不许动！有关部门现在要请你们去喝茶聊天！！！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cfengshentaihuanjing,1,1,$:best,0,,10,-48,这些天兵天将着实厉害，封神之路上的那些完全没法比啊……,,1,2,E:11C3025,0,,15,10,那是！老子们想当年也是万里挑一的勇者，这才有资格当个站岗的！,,1,1,$:worst,0,,10,-48,是嘛！天哪……,,1,2,E:11C3025,0,,15,10,哼……怕了吧，怕了就赶紧投降啊！坦白从宽，抗拒从严！,,,,,,,,,,,,,,,,,,,,
